date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-02-13,32.28,33.79,32.73,32.28,454668.12,0.83,2.6,32.326,34.688,37.132,624040.42,650304.05,629243.83
2018-02-14,32.87,33.32,33.17,32.17,270175.5,0.44,1.34,32.364,34.249,36.802,487649.59,587506.82,602143.01
2018-02-22,34.0,34.05,33.7,33.33,302373.25,0.53,1.6,32.554,33.869,36.499,431963.21,554201.61,589319.26
2018-02-23,33.9,35.1,34.72,33.33,384538.88,1.02,3.03,33.244,33.603,36.264,363882.01,532976.13,581108.29
2018-02-26,35.07,35.1,34.18,33.11,540655.0,-0.54,-1.55,33.7,33.322,35.997,390482.15,531778.15,587814.72
2018-02-27,34.2,34.28,32.9,32.65,506598.16,-1.28,-3.75,33.734,33.03,35.593,400868.16,512454.29,580711.75
2018-02-28,32.51,33.23,32.7,31.84,500004.47,-0.2,-0.61,33.64,33.002,35.171,446833.95,467241.77,578580.49
2018-03-01,32.17,33.09,32.41,32.02,336064.31,-0.29,-0.89,33.382,32.968,34.782,453572.16,442767.69,562980.48
2018-03-02,32.0,32.73,32.28,31.51,322838.47,-0.13,-0.4,32.894,33.069,34.394,441232.08,402557.05,558619.28
2018-03-05,32.49,33.15,32.18,32.07,373354.41,-0.1,-0.31,32.494,33.097,34.074,407771.96,399127.06,547393.87
2018-03-06,32.35,33.71,33.67,32.01,581008.06,1.49,4.63,32.648,33.191,33.94,422653.94,411761.05,531032.55
2018-03-07,33.44,33.92,32.9,32.8,387992.56,-0.77,-2.29,32.688,33.164,33.707,400251.56,423542.76,505524.79
2018-03-08,33.4,33.74,33.64,32.85,351022.56,0.74,2.25,32.934,33.158,33.514,403243.21,428407.69,491304.65
2018-03-09,33.87,33.91,33.46,33.34,325102.41,-0.18,-0.54,33.17,33.032,33.318,403696.0,422464.04,477720.08
2018-03-12,33.54,33.68,32.62,32.35,606208.25,-0.84,-2.51,33.258,32.876,33.099,450266.77,429019.37,480398.76
2018-03-13,32.59,32.84,32.48,32.37,220920.41,-0.14,-0.43,33.02,32.834,32.932,378249.24,400451.59,456452.94
2018-03-14,32.44,32.95,32.7,32.2,315833.0,0.22,0.68,32.98,32.834,32.918,363817.33,382034.44,424638.11
2018-03-15,32.5,33.1,32.66,32.41,252215.34,-0.04,-0.12,32.784,32.859,32.914,344055.88,373649.55,408208.62
2018-03-16,32.58,33.35,32.63,32.5,337572.16,-0.03,-0.09,32.618,32.894,32.982,346549.83,375122.92,388839.98
2018-03-19,32.57,32.58,31.58,31.52,366967.47,-1.05,-3.22,32.41,32.834,32.966,298701.68,374484.22,386805.64
2018-03-20,31.4,31.59,31.34,30.75,290117.62,-0.24,-0.76,32.182,32.601,32.896,312541.12,345395.18,378578.11
2018-03-21,31.47,32.15,31.66,31.31,331725.75,0.32,1.02,31.974,32.477,32.821,315719.67,339768.5,381655.63
2018-03-22,31.8,31.88,31.18,31.04,235787.08,-0.48,-1.52,31.678,32.231,32.695,312434.02,328244.95,378326.32
2018-03-23,30.02,31.07,31.07,29.21,505125.41,-0.11,-0.35,31.366,31.992,32.512,345944.67,346247.25,384355.65
2018-03-26,30.76,30.79,30.33,29.9,338288.97,-0.74,-2.38,31.116,31.763,32.32,340208.97,319455.32,374237.34
2018-03-27,30.89,31.87,31.02,30.71,578853.94,0.69,2.27,31.052,31.617,32.226,397956.23,355248.67,377850.13
2018-03-28,30.51,32.15,31.33,30.3,426728.97,0.31,1.0,30.986,31.48,32.157,416956.87,366338.27,374186.36
2018-03-29,31.54,34.46,34.16,31.03,999700.75,2.83,9.03,31.582,31.63,32.245,569739.61,441086.81,407368.18
2018-03-30,33.7,33.99,33.29,33.17,572692.06,-0.87,-2.55,32.026,31.696,32.295,583252.94,464598.8,419860.86
2018-04-02,33.65,34.47,33.49,33.32,531635.62,0.2,0.6,32.658,31.887,32.361,621922.27,481065.62,427774.92
2018-04-03,33.2,34.1,33.64,32.52,431945.72,0.15,0.45,33.182,32.117,32.359,592540.62,495248.43,420321.8
2018-04-04,32.3,33.95,32.8,32.1,584509.62,-0.84,-2.5,33.476,32.231,32.354,624096.75,520526.81,430147.66
2018-04-09,32.7,32.76,31.62,30.96,478119.41,-1.18,-3.6,32.968,32.275,32.253,519780.49,544760.05,436502.5
2018-04-10,31.52,32.18,32.18,31.06,477145.44,0.56,1.77,32.746,32.386,32.189,500671.16,541962.05,444104.65
2018-04-11,32.15,33.24,32.61,31.73,485930.44,0.43,1.34,32.57,32.614,32.189,491530.13,556726.2,438090.76
2018-04-12,32.57,32.86,31.85,31.75,335220.0,-0.76,-2.33,32.212,32.697,32.157,472184.98,532362.8,443805.74
2018-04-13,32.16,32.24,31.25,31.03,351572.59,-0.6,-1.88,31.902,32.689,32.085,425597.58,524847.17,445592.72
2018-04-16,31.2,31.23,30.03,29.56,528068.62,-1.22,-3.9,31.584,32.276,31.953,435587.42,477683.95,459385.38
2018-04-17,30.16,30.55,29.92,29.6,258197.72,-0.11,-0.37,31.132,31.939,31.818,391797.87,446234.52,455416.66
2018-04-18,30.29,30.69,30.04,29.74,328835.31,0.12,0.4,30.618,31.594,31.741,360378.85,425954.49,453510.05
2018-04-19,30.33,30.53,30.23,30.03,256275.23,0.19,0.63,30.294,31.253,31.685,344589.89,408387.44,451817.93
2018-04-20,30.18,30.5,30.15,29.92,254795.45,-0.08,-0.27,30.074,30.988,31.61,325234.47,375416.02,447971.42
2018-04-23,29.88,30.29,29.91,29.79,201714.23,-0.24,-0.8,30.05,30.817,31.546,259963.59,347775.5,446267.78
2018-04-24,29.85,31.1,30.93,29.8,469832.12,1.02,3.41,30.252,30.692,31.539,302290.47,347044.17,444503.11
2018-04-25,30.65,30.65,30.12,29.96,397684.16,-0.81,-2.62,30.268,30.443,31.529,316060.24,338219.54,447472.87
2018-04-26,30.3,30.3,28.5,28.26,812262.56,-1.62,-5.38,29.922,30.108,31.403,427257.7,385923.8,459143.3
2018-04-27,28.66,28.75,28.4,27.42,381958.28,-0.1,-0.35,29.572,29.823,31.256,452690.27,388962.37,456904.77
2018-05-02,28.4,28.66,27.68,27.63,397170.81,-0.72,-2.54,29.126,29.588,30.932,491781.59,375872.59,426778.27
2018-05-03,27.65,27.66,27.33,26.56,542419.81,-0.35,-1.26,28.406,29.329,30.634,506299.12,404294.8,425264.66
2018-05-04,27.26,27.56,26.91,26.81,425383.59,-0.42,-1.54,27.764,29.016,30.305,511839.01,413949.62,419952.06
2018-05-07,27.01,27.51,27.38,26.72,408453.69,0.47,1.75,27.54,28.731,29.992,431077.24,429167.47,418777.45
2018-05-08,27.4,28.86,28.69,27.33,655817.5,1.31,4.79,27.598,28.585,29.787,485849.08,469269.68,422342.85
2018-05-09,28.5,28.5,28.2,28.0,409030.81,-0.49,-1.71,27.702,28.414,29.616,488221.08,490001.33,418888.42
2018-05-10,28.32,28.53,28.07,27.7,429639.56,-0.13,-0.46,27.85,28.128,29.41,465665.03,485982.08,416513.12
2018-05-11,28.1,28.19,27.94,27.73,318303.72,-0.13,-0.46,28.056,27.91,29.177,444249.06,478044.03,408131.79
2018-05-14,28.08,28.29,27.94,27.87,350838.56,0.0,0.0,28.168,27.854,28.981,432726.03,431901.63,408912.72
2018-05-15,28.11,28.15,27.75,27.34,405069.28,-0.19,-0.68,27.98,27.789,28.806,382576.39,434212.73,411587.55
2018-05-16,27.55,27.75,27.23,27.21,373238.09,-0.52,-1.87,27.786,27.744,28.666,375417.84,431819.46,403846.02
2018-05-17,27.19,27.22,26.79,26.77,445623.88,-0.44,-1.62,27.53,27.69,28.51,378614.71,422139.87,413217.33
2018-05-18,26.7,27.15,27.15,26.53,407222.28,0.36,1.34,27.372,27.714,28.365,396398.42,420323.74,417136.68
2018-05-21,27.23,27.31,27.07,26.81,432446.75,-0.08,-0.29,27.198,27.683,28.207,412720.06,422723.04,425945.26
2018-05-22,27.05,27.05,26.72,26.58,415469.03,-0.35,-1.29,26.992,27.486,28.036,414800.01,398688.2,433978.94
2018-05-23,26.72,27.17,26.8,26.56,433170.62,0.08,0.3,26.906,27.346,27.88,426786.51,401102.18,445551.76
2018-05-24,26.8,26.85,26.65,26.52,241610.92,-0.15,-0.56,26.878,27.204,27.666,385983.92,382299.31,434140.7
2018-05-25,26.68,26.91,26.39,26.32,270005.47,-0.26,-0.98,26.726,27.049,27.48,358540.56,377469.49,427756.76
2018-05-28,26.39,26.82,26.5,26.3,254595.0,0.11,0.42,26.612,26.905,27.38,322970.21,367845.13,399873.38
2018-05-29,26.3,26.37,25.6,25.34,556052.38,-0.9,-3.4,26.388,26.69,27.24,351086.88,382943.44,408578.09
2018-05-30,25.21,25.21,24.64,24.58,540168.81,-0.96,-3.75,25.956,26.431,27.088,372486.52,399636.51,415727.99
2018-05-31,24.77,25.68,25.59,24.56,705893.25,0.95,3.86,25.744,26.311,27.001,465342.98,425663.45,423901.66
2018-06-01,25.39,26.46,26.0,25.3,520770.81,0.41,1.6,25.666,26.196,26.955,515496.05,437018.3,428671.02
2018-06-04,26.3,27.38,27.3,26.28,789190.81,1.3,5.0,25.826,26.219,26.951,622415.21,472692.71,447707.88
2018-06-05,27.29,27.77,27.49,26.84,606841.38,0.19,0.7,26.204,26.296,26.891,632573.01,491829.95,445259.07
2018-06-06,27.3,27.54,26.99,26.85,508162.53,-0.5,-1.82,26.674,26.315,26.831,626171.76,499329.14,450215.66
2018-06-07,27.07,27.64,27.39,26.95,597535.75,0.4,1.48,27.034,26.389,26.797,604500.26,534921.62,458610.47
2018-06-08,27.1,27.18,26.71,26.55,388545.09,-0.68,-2.48,27.176,26.421,26.735,578055.11,546775.58,462122.53
2018-06-11,26.74,27.73,27.31,26.68,526436.81,0.6,2.25,27.178,26.502,26.704,525504.31,573959.76,470902.45
2018-06-12,27.57,27.83,27.71,27.23,498372.47,0.4,1.47,27.222,26.713,26.702,503810.53,568191.77,475567.61
2018-06-13,27.41,28.25,27.64,27.31,602843.56,-0.07,-0.25,27.352,27.013,26.722,522746.74,574459.25,487047.88
2018-06-14,27.48,27.76,27.37,27.12,357604.44,-0.27,-0.98,27.348,27.191,26.751,474760.47,539630.37,482646.91
2018-06-15,27.37,28.3,27.99,27.33,698195.19,0.62,2.27,27.604,27.39,26.793,536690.49,557372.8,497195.55
2018-06-19,27.85,27.85,27.1,26.91,600442.12,-0.89,-3.18,27.562,27.37,26.795,551491.56,538497.93,505595.32
2018-06-20,26.99,27.29,26.96,26.41,393400.41,-0.14,-0.52,27.412,27.317,26.807,530497.14,517153.84,504491.89
2018-06-21,26.97,28.5,27.73,26.82,777932.06,0.77,2.86,27.43,27.391,26.853,565514.84,544130.79,521729.96
2018-06-22,27.5,28.2,28.1,27.44,444366.59,0.37,1.33,27.576,27.462,26.926,582867.27,528813.87,531867.75
2018-06-25,28.25,28.38,26.49,26.41,615811.75,-1.61,-5.73,27.276,27.44,26.931,566390.59,551540.54,549158.06
2018-06-26,25.82,26.06,25.54,24.83,591809.31,-0.95,-3.59,26.964,27.263,26.883,564664.02,558077.79,566018.78
2018-06-27,25.5,25.51,24.22,23.81,672347.25,-1.32,-5.17,26.416,26.914,26.814,620453.39,575475.27,571833.52
2018-06-28,23.86,24.57,23.88,23.5,462512.81,-0.34,-1.4,25.646,26.538,26.776,557369.54,561442.19,567950.72
2018-06-29,24.1,24.6,24.6,23.89,352884.91,0.72,3.02,24.946,26.261,26.726,539073.21,560970.24,550300.3
2018-07-02,24.5,24.55,22.8,22.52,846203.81,-1.8,-7.32,24.208,25.742,26.566,585151.62,575771.1,566571.95
2018-07-03,23.1,23.48,23.42,22.8,549964.88,0.62,2.72,23.784,25.374,26.372,576782.73,570723.38,554610.66
2018-07-04,23.46,23.75,23.0,23.0,249881.05,-0.42,-1.79,23.54,24.978,26.148,492289.49,556371.44,536762.64
2018-07-05,23.02,23.41,23.05,22.85,267278.59,0.05,0.22,23.374,24.51,25.951,453242.65,505306.1,524718.44
2018-07-06,23.34,23.6,23.21,22.65,346930.0,0.16,0.69,23.096,24.021,25.742,452051.67,495562.44,512188.16
2018-07-09,23.37,24.05,24.01,23.37,404626.59,0.8,3.45,23.338,23.773,25.607,363736.22,474443.92,512992.23
2018-07-10,24.2,24.49,24.15,23.77,389259.47,0.14,0.58,23.484,23.634,25.449,331595.14,454188.94,506133.36
2018-07-11,23.48,23.63,23.46,23.17,286052.97,-0.69,-2.86,23.576,23.558,25.236,338829.52,415559.51,495517.39
2018-07-12,23.58,24.22,23.85,23.47,384228.41,0.39,1.66,23.736,23.555,25.047,362219.49,407731.07,484586.63
2018-07-13,24.24,24.35,23.72,23.64,407555.38,-0.13,-0.55,23.838,23.467,24.864,374344.56,413198.12,487084.18
2018-07-16,23.59,23.66,23.15,22.81,430694.09,-0.57,-2.4,23.666,23.502,24.622,379558.06,371647.14,473709.12
2018-07-17,23.05,23.28,22.98,22.65,313869.31,-0.17,-0.73,23.432,23.458,24.416,364480.03,348037.59,459380.48
2018-07-18,23.02,23.05,22.47,22.42,410641.88,-0.51,-2.22,23.234,23.405,24.192,389397.81,364113.67,460242.56
2018-07-19,22.7,22.96,22.68,22.5,506949.38,0.21,0.94,23.0,23.368,23.939,413942.01,388080.75,446693.42
2018-07-20,22.64,23.49,23.14,22.02,610195.38,0.46,2.03,22.884,23.361,23.691,454470.01,414407.29,454984.86
2018-07-23,22.96,23.9,23.75,22.9,555706.12,0.61,2.64,23.004,23.335,23.554,479472.41,429515.24,451979.58
2018-07-24,24.04,25.09,24.38,24.04,832814.25,0.63,2.65,23.284,23.358,23.496,583261.4,473870.72,464029.83
2018-07-25,24.38,24.58,24.18,24.0,355182.97,-0.2,-0.82,23.626,23.43,23.494,572169.62,480783.72,448171.61
2018-07-26,24.34,24.51,23.71,23.57,385134.81,-0.47,-1.94,23.832,23.416,23.486,547806.71,480874.36,444302.71
2018-07-27,23.55,23.81,23.32,23.24,322827.62,-0.39,-1.65,23.868,23.376,23.422,490333.15,472401.58,442799.85
2018-07-30,23.54,23.7,23.18,22.82,357066.56,-0.14,-0.6,23.754,23.379,23.441,450605.24,465038.83,418342.99
2018-07-31,23.29,23.49,23.32,23.06,354578.16,0.14,0.6,23.542,23.413,23.436,354958.02,469109.71,408573.65
2018-08-01,23.24,23.24,22.35,22.21,673866.0,-0.97,-4.16,23.176,23.401,23.403,418694.63,495432.13,429772.9
2018-08-02,22.34,22.34,21.38,21.07,677777.75,-0.97,-4.34,22.71,23.271,23.32,477223.22,512514.96,450297.86
2018-08-03,21.39,21.54,21.08,21.05,346072.31,-0.3,-1.4,22.262,23.065,23.213,481872.16,486102.66,450254.97
2018-08-06,21.18,21.32,20.86,20.52,315702.03,-0.22,-1.04,21.798,22.776,23.056,473599.25,462102.25,445808.74
2018-08-07,21.15,21.86,21.86,20.93,451653.09,1.0,4.79,21.506,22.524,22.941,493014.24,423986.13,448928.42
2018-08-08,21.89,22.29,21.5,21.5,410720.16,-0.36,-1.65,21.336,22.256,22.843,440385.07,429539.85,455161.78
2018-08-09,21.5,22.55,22.48,21.4,896200.19,0.98,4.56,21.556,22.133,22.775,484069.56,480646.39,480760.37
2018-08-10,23.0,24.07,23.18,22.93,1201163.0,0.7,3.11,21.976,22.119,22.748,655087.69,568479.93,520440.75
2018-08-13,22.6,23.21,23.04,22.46,489494.75,-0.14,-0.6,22.412,22.105,22.742,689846.24,581722.74,523380.79
2018-08-14,23.0,23.05,22.32,22.05,486784.81,-0.72,-3.12,22.504,22.005,22.709,696872.58,594943.41,532026.56
2018-08-15,22.39,22.58,22.3,22.22,472553.53,-0.02,-0.09,22.664,22.0,22.701,709239.26,574812.16,535122.14
2018-08-16,21.63,23.08,22.72,21.61,490384.44,0.42,1.88,22.712,22.134,22.703,628076.11,556072.83,534293.9
2018-08-17,22.9,23.2,22.69,22.64,424160.44,-0.03,-0.13,22.614,22.295,22.68,472675.59,563881.64,524992.15
2018-08-20,22.93,23.44,23.35,22.59,476133.12,0.66,2.91,22.676,22.544,22.66,470003.27,579924.75,521013.5
2018-08-21,23.39,23.98,23.91,23.22,495846.25,0.56,2.4,22.994,22.749,22.637,471815.56,584344.07,504165.1
2018-08-22,23.91,24.08,23.92,23.67,421833.84,0.01,0.04,23.318,22.991,22.624,461671.62,585455.44,507497.64
2018-08-23,23.0,23.15,22.82,22.24,543058.69,-0.2,-0.87,23.338,23.025,22.579,472206.47,550141.29,515393.84
2018-08-24,22.66,23.01,22.78,22.39,273417.62,-0.04,-0.17,23.356,22.985,22.552,442057.9,457366.75,512923.34
2018-08-27,22.98,24.06,23.91,22.85,594341.12,1.13,4.96,23.468,23.072,22.589,465699.5,467851.39,524787.07
2018-08-28,23.8,24.14,23.88,23.73,348101.16,-0.03,-0.12,23.462,23.228,22.617,436150.49,453983.02,524463.22
2018-08-29,23.74,24.4,23.91,23.72,291143.31,0.03,0.13,23.46,23.389,22.695,410012.38,435842.0,505327.08
2018-08-30,23.8,24.18,23.5,23.48,285923.69,-0.41,-1.72,23.596,23.467,22.801,358585.38,415395.92,485734.38
2018-08-31,23.2,24.36,24.05,23.18,428145.12,0.55,2.34,23.85,23.603,22.949,389530.88,415794.39,489838.02
2018-09-03,23.85,24.57,23.55,23.38,497612.44,-0.5,-2.08,23.778,23.623,23.084,370185.14,417942.32,498933.54
2018-09-04,23.66,24.44,24.43,23.41,437654.47,0.88,3.74,23.888,23.675,23.212,388095.81,412123.15,498233.61
2018-09-05,24.11,24.2,23.41,23.41,546644.38,-1.02,-4.17,23.788,23.624,23.308,439196.02,424604.2,505029.82
2018-09-06,23.32,23.56,22.81,22.69,375368.88,-0.6,-2.56,23.65,23.623,23.324,457085.06,407835.22,478988.25
2018-09-07,22.85,23.65,23.21,22.85,334943.31,0.4,1.75,23.482,23.666,23.326,438444.7,413987.79,435677.27
2018-09-10,23.42,23.85,23.46,23.11,474917.81,0.25,1.08,23.464,23.621,23.347,433905.77,402045.46,434948.42
2018-09-11,23.39,23.64,23.34,23.09,358358.75,-0.12,-0.51,23.246,23.567,23.398,418046.63,403071.22,428527.12
2018-09-12,23.24,23.3,22.88,22.61,313821.53,-0.46,-1.97,23.14,23.464,23.427,371482.06,405339.04,420590.52
2018-09-13,23.31,23.47,23.1,22.78,468837.97,0.22,0.96,23.198,23.424,23.446,390175.87,423630.47,419513.2
2018-09-14,23.13,23.39,23.32,22.81,334870.81,0.22,0.95,23.22,23.351,23.477,390161.37,414303.04,415048.71
2018-09-17,23.04,23.23,22.83,22.72,255061.69,-0.49,-2.1,23.094,23.279,23.451,346190.15,390047.96,403995.14
2018-09-18,22.65,23.1,23.0,22.47,404634.03,0.17,0.74,23.026,23.136,23.406,355445.21,386745.92,399434.53
2018-09-19,23.03,24.67,24.17,22.91,1317837.0,1.17,5.09,23.284,23.212,23.418,556248.3,463865.18,444234.69
2018-09-20,24.01,24.43,24.01,23.8,521852.72,-0.16,-0.66,23.466,23.332,23.478,566851.25,478513.56,443174.39
2018-09-21,24.2,26.0,25.8,23.93,1064216.38,1.79,7.46,23.962,23.591,23.629,712720.36,551440.87,482714.33
2018-09-25,24.8,25.12,24.64,24.4,908838.56,-1.16,-4.5,24.324,23.709,23.665,843475.74,594832.94,498439.2
2018-09-26,24.66,25.33,24.67,23.89,845884.38,0.03,0.12,24.658,23.842,23.705,931725.81,643585.51,523328.36
2018-09-27,24.63,24.78,24.45,24.3,445294.31,-0.22,-0.89,24.714,23.999,23.732,757217.27,656732.79,531035.91
2018-09-28,24.5,24.9,24.3,23.95,683236.25,-0.15,-0.61,24.772,24.119,23.772,789493.98,678172.61,550901.54
2018-10-08,22.95,23.2,22.05,21.98,1037914.88,-2.25,-9.26,24.022,23.992,23.672,784233.68,748477.02,581390.03
2018-10-09,22.05,22.12,21.82,21.26,628633.5,-0.23,-1.04,23.458,23.891,23.585,728192.66,785834.2,587941.08
2018-10-10,21.77,22.03,21.75,21.4,437797.75,-0.07,-0.32,22.874,23.766,23.451,646575.34,789150.57,587948.24
2018-10-11,21.0,21.5,20.93,20.81,709553.06,-0.82,-3.77,22.17,23.442,23.327,699427.09,728322.18,596093.68
2018-10-12,21.14,21.95,21.8,21.05,531382.94,0.87,4.16,21.67,23.221,23.277,669056.43,729275.2,603894.38
2018-10-15,21.78,21.78,21.47,21.15,445515.75,-0.33,-1.51,21.554,22.788,23.19,550576.6,667405.14,609423.0
2018-10-16,21.6,22.06,21.01,20.86,397553.12,-0.46,-2.14,21.392,22.425,23.067,504360.52,616276.59,605554.77
2018-10-17,21.35,21.46,21.22,20.88,307507.88,0.21,1.0,21.286,22.08,22.961,478302.55,562438.94,603012.23
2018-10-18,21.1,21.22,20.59,20.51,577959.25,-0.63,-2.97,21.218,21.694,22.847,451983.79,575705.44,616219.11
2018-10-19,20.61,21.99,21.56,20.4,759809.75,0.97,4.71,21.17,21.42,22.77,497669.15,583362.79,630767.7
2018-10-22,21.88,23.26,22.82,21.73,1008289.94,1.26,5.84,21.44,21.497,22.745,610223.99,580400.29,664438.66
2018-10-23,22.88,22.92,22.14,22.05,509732.72,-0.68,-2.98,21.666,21.529,22.71,632659.91,568510.22,677172.21
2018-10-24,22.23,23.12,22.58,22.1,513460.91,0.44,1.99,21.938,21.612,22.689,673850.51,576076.53,682613.55
2018-10-25,22.18,23.5,23.49,22.0,932699.5,0.91,4.03,22.518,21.868,22.655,744798.56,598391.18,663356.68
2018-10-26,23.71,24.75,23.81,23.46,729756.62,0.32,1.36,22.968,22.069,22.645,738787.94,618228.54,673751.87
2018-10-29,24.28,24.33,22.8,22.53,618876.62,-1.01,-4.24,22.964,22.202,22.495,660905.27,635564.63,651484.88
2018-10-30,23.31,23.88,23.69,22.65,602920.38,0.89,3.9,23.274,22.47,22.448,679542.81,656101.36,636188.98
2018-10-31,23.68,24.6,24.23,23.3,565648.81,0.54,2.28,23.604,22.771,22.426,689980.39,681915.45,622177.2
2018-11-01,24.9,25.27,24.42,24.28,617847.25,0.19,0.78,23.79,23.154,22.424,627009.94,685904.25,630804.84
2018-11-02,25.2,25.25,24.62,24.0,652339.19,0.2,0.82,23.952,23.46,22.44,611526.45,675157.19,629259.99
2018-11-05,24.48,24.48,24.04,23.7,583695.56,-0.58,-2.36,24.2,23.582,22.54,604490.24,632697.76,606549.03
2018-11-06,24.03,24.4,24.14,23.71,420823.91,0.1,0.42,24.29,23.782,22.656,568070.94,623806.88,596158.55
2018-11-07,24.18,24.5,23.85,23.71,441458.16,-0.29,-1.2,24.214,23.909,22.761,543232.81,616606.6,596341.57
2018-11-08,24.15,24.59,23.99,23.92,548200.75,0.14,0.59,24.128,23.959,22.914,529303.51,578156.73,588273.95
2018-11-09,23.89,24.33,23.55,23.53,369283.44,-0.44,-1.83,23.914,23.933,23.001,472692.36,542109.41,580168.98
2018-11-12,23.41,23.96,23.88,23.4,386742.25,0.33,1.4,23.882,24.041,23.122,433301.7,518895.97,577230.3
2018-11-13,23.48,24.03,23.94,23.44,453424.03,0.06,0.25,23.842,24.066,23.268,439821.73,503946.34,580023.85
2018-11-14,24.18,24.49,24.15,23.96,618882.75,0.21,0.88,23.902,24.058,23.415,475306.64,509269.73,595592.59
2018-11-15,24.05,24.4,24.38,23.96,258623.58,0.23,0.95,23.98,24.054,23.604,417391.21,473347.36,579625.81
2018-11-16,24.29,25.1,24.78,24.02,495985.84,0.4,1.64,24.226,24.07,23.765,442731.69,457712.03,566434.61
2018-11-19,24.7,25.97,25.97,24.68,590566.06,1.19,4.8,24.644,24.263,23.923,483496.45,458399.08,545548.42
2018-11-20,25.78,26.43,25.65,25.23,474151.81,-0.32,-1.23,24.986,24.414,24.098,487642.01,463731.87,543769.37
2018-11-21,25.38,26.68,26.03,25.35,581654.19,0.38,1.48,25.362,24.632,24.271,480196.3,477751.47,547179.04
2018-11-22,25.99,25.99,25.63,25.28,300827.41,-0.4,-1.54,25.612,24.796,24.378,488637.06,453014.14,515585.43
2018-11-23,25.65,25.65,24.9,24.68,296629.38,-0.73,-2.85,25.636,24.931,24.432,448765.77,445748.73,493929.07
2018-11-26,25.03,25.47,25.19,24.74,241090.52,0.29,1.17,25.48,25.062,24.552,378870.66,431183.56,475039.76
