date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2019-01-02,sz.002594,51.02,51.39,48.98,49.17,51.0,8555445,424670600.26,3,0.7492949999999999,1,-3.5882389999999997,0
2019-01-03,sz.002594,49.26,49.87,47.98,48.06,49.17,8347760,407386244.46,3,0.731106,1,-2.257468,0
2019-01-04,sz.002594,47.8,51.0,47.51,50.65,48.06,12653787,627892541.76,3,1.1082319999999999,1,5.3890970000000005,0
2019-01-07,sz.002594,50.85,51.88,50.0,51.39,50.65,13604550,693197812.74,3,1.191501,1,1.461003,0
2019-01-08,sz.002594,52.3,53.64,52.05,52.88,51.39,14705157,777381422.63,3,1.287893,1,2.8994,0
2019-01-09,sz.002594,51.8,53.0,48.5,50.46,52.88,26220530,1327590600.24,3,2.296421,1,-4.576403,0
2019-01-10,sz.002594,49.9,50.19,48.64,48.85,50.46,15345590,757175097.62,3,1.343983,1,-3.1906470000000002,0
2019-01-11,sz.002594,48.5,49.29,48.38,49.02,48.85,9679955,472494719.31,3,0.8477809999999999,1,0.348008,0
2019-01-14,sz.002594,49.2,49.21,47.31,48.8,49.02,10974634,527419471.1,3,0.9611700000000001,1,-0.448799,0
2019-01-15,sz.002594,48.39,48.96,47.85,48.8,48.8,8353065,405053064.4,3,0.7315699999999999,1,0.0,0
2019-01-16,sz.002594,48.8,49.12,48.32,48.93,48.8,6592379,321851881.04,3,0.577367,1,0.266396,0
2019-01-17,sz.002594,48.9,48.91,47.33,47.49,48.93,9874378,471791914.63,3,0.864808,1,-2.942977,0
2019-01-18,sz.002594,47.49,47.49,46.04,46.82,47.49,12599591,587354337.16,3,1.103485,1,-1.410827,0
2019-01-21,sz.002594,46.76,48.26,46.12,48.21,46.82,13123326,623110349.02,3,1.149355,1,2.968816,0
2019-01-22,sz.002594,48.06,48.8,47.6,47.7,48.21,8409377,405187157.13,3,0.736502,1,-1.057868,0
2019-01-23,sz.002594,47.42,48.88,47.33,48.8,47.7,9661967,468388887.43,3,0.8462049999999999,1,2.306077,0
2019-01-24,sz.002594,48.93,48.97,47.66,48.52,48.8,7171159,346868853.15,3,0.628058,1,-0.5737680000000001,0
2019-01-25,sz.002594,48.55,49.64,48.19,49.18,48.52,10092916,495909173.06,3,0.883948,1,1.360263,0
2019-01-28,sz.002594,49.2,49.85,48.28,48.46,49.18,8625359,421062141.89,3,0.755418,1,-1.464012,0
2019-01-29,sz.002594,48.45,48.45,47.03,48.0,48.46,6150317,294079276.11,3,0.538651,1,-0.949235,0
2019-01-30,sz.002594,47.95,48.27,46.9,47.15,48.0,8342614,395168911.38,3,0.730655,1,-1.77083,0
2019-01-31,sz.002594,47.1,47.49,46.27,46.42,47.15,7188509,336548858.57,3,0.629577,1,-1.548257,0
2019-02-01,sz.002594,46.75,48.31,46.51,48.27,46.42,9178000,437206887.7,3,0.803819,1,3.985356,0
