date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-11-28,5.7,5.94,5.94,5.62,365739.34,0.54,10.0,5.082,4.933,4.686,190323.21,142774.21,112313.52
2018-11-29,6.3,6.53,6.02,5.98,944229.94,0.08,1.35,5.346,5.06,4.778,370752.94,226660.17,156376.27
2018-11-30,5.5,5.88,5.65,5.42,674225.56,-0.37,-6.15,5.584,5.145,4.845,492964.84,285102.0,185944.34
2018-12-03,5.78,6.22,6.22,5.67,662355.44,0.57,10.09,5.846,5.275,4.941,588704.46,339839.23,216469.77
2018-12-04,6.3,6.83,6.56,6.22,910090.62,0.34,5.47,6.078,5.461,5.049,711328.18,421262.95,257945.32
2018-12-05,6.07,6.32,6.22,5.9,548590.12,-0.34,-5.18,6.134,5.608,5.138,747898.34,469110.77,280390.33
2018-12-06,6.02,6.09,5.78,5.73,368341.16,-0.44,-7.07,6.086,5.716,5.208,632720.58,501736.76,295909.75
2018-12-07,5.88,6.36,6.36,5.81,690338.5,0.58,10.04,6.228,5.906,5.304,635943.17,564454.0,326398.67
2018-12-10,6.33,7.0,7.0,6.22,919673.44,0.64,10.06,6.384,6.115,5.426,687406.77,638055.62,368736.2
2018-12-11,7.21,7.7,7.7,7.19,563540.19,0.7,10.0,6.612,6.345,5.577,618096.68,664712.43,391118.31
2018-12-12,7.0,7.64,7.16,6.98,936907.31,-0.54,-7.01,6.8,6.467,5.7,695760.12,721829.23,432301.72
2018-12-13,7.33,7.85,7.66,7.25,1142241.88,0.5,6.98,7.176,6.631,5.846,850540.26,741630.42,484145.29
2018-12-14,7.28,7.49,7.4,7.08,721266.75,-0.26,-3.39,7.384,6.806,5.976,856725.91,746334.54,515718.27
2018-12-17,6.89,7.23,7.15,6.89,513087.47,-0.25,-3.38,7.414,6.899,6.087,775408.72,731407.74,535623.49
2018-12-18,7.18,7.69,7.34,7.14,773213.69,0.19,2.66,7.342,6.977,6.219,817343.42,717720.05,569491.5
2018-12-19,7.5,7.64,7.5,7.14,658262.44,0.16,2.18,7.41,7.105,6.357,761614.45,728687.28,598899.03
2018-12-20,7.2,7.54,7.52,7.16,539466.31,0.02,0.27,7.382,7.279,6.498,641059.33,745799.8,623768.28
2018-12-21,7.44,8.08,7.72,7.3,842541.38,0.2,2.66,7.446,7.415,6.661,665314.26,761020.09,662737.05
2018-12-24,7.9,8.49,8.49,7.8,563840.06,0.77,9.97,7.714,7.564,6.84,675464.78,725436.75,681746.18
2018-12-25,8.89,9.34,9.34,8.6,1024626.69,0.85,10.01,8.114,7.728,7.037,725747.38,771545.4,718128.91
2018-12-26,9.6,10.26,9.48,9.24,1366266.88,0.14,1.5,8.51,7.96,7.214,867348.26,814481.36,768155.29
2018-12-27,9.59,10.43,10.43,9.34,1184084.62,0.95,10.02,9.092,8.237,7.434,996271.93,818665.63,780148.03
2018-12-28,10.2,11.47,11.47,10.03,1269493.5,1.04,9.97,9.842,8.644,7.725,1081662.35,873488.3,809911.42
2019-01-02,11.46,12.62,12.62,11.22,970425.75,1.15,10.03,10.668,9.191,8.045,1162979.49,919222.13,825314.94
2019-01-03,13.0,13.88,13.88,11.87,1511772.62,1.26,9.98,11.576,9.845,8.411,1260408.67,993078.03,855399.04
2019-01-04,13.08,13.94,13.25,12.9,1194793.0,-0.63,-4.54,12.33,10.42,8.763,1226113.9,1046731.08,887709.18
