date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-02-07,6.1,6.18,5.98,5.7,94625.38,-0.01,-0.17,6.41,7.059,7.302,115531.87,135505.87,140672.89
2018-02-08,5.96,6.18,6.12,5.91,69266.93,0.14,2.34,6.272,6.916,7.221,93086.66,131181.65,128738.7
2018-02-09,5.94,6.08,5.86,5.64,87482.09,-0.25,-4.09,6.11,6.71,7.132,89303.39,115961.81,124362.01
2018-02-12,5.76,6.01,5.95,5.76,47300.55,0.11,1.88,5.978,6.521,7.068,87015.74,101568.96,119179.52
2018-02-13,5.98,6.08,5.95,5.93,46325.61,0.0,0.0,5.972,6.337,7.003,69000.11,96716.64,117870.64
2018-02-14,5.96,5.99,5.97,5.88,33492.88,0.03,0.51,5.97,6.19,6.923,56773.61,86152.74,111916.24
2018-02-22,6.01,6.13,6.08,5.98,45175.05,0.11,1.84,5.962,6.117,6.852,51955.24,72520.95,109780.84
2018-02-23,6.11,6.19,6.12,6.06,48274.81,0.03,0.49,6.014,6.062,6.785,44113.78,66708.59,106748.03
2018-02-26,6.14,6.36,6.34,6.12,82225.02,0.22,3.6,6.092,6.035,6.72,51098.67,69057.21,104100.32
2018-02-27,6.3,6.4,6.3,6.27,62748.25,-0.05,-0.79,6.162,6.067,6.65,54383.2,61691.66,101209.06
2018-02-28,6.25,6.58,6.36,6.17,86253.81,0.06,0.95,6.24,6.105,6.582,64935.39,60854.5,98180.18
2018-03-01,6.31,6.47,6.47,6.25,79872.9,0.11,1.73,6.318,6.14,6.528,71874.96,61915.1,96548.37
2018-03-02,6.4,6.46,6.33,6.3,70244.68,-0.14,-2.16,6.36,6.187,6.449,76268.93,60191.36,88076.58
2018-03-05,6.3,6.47,6.46,6.3,58046.84,0.14,2.21,6.384,6.238,6.38,71433.3,61265.99,81417.47
2018-03-06,6.45,6.65,6.52,6.42,98293.83,0.07,1.08,6.428,6.295,6.316,78542.41,66462.81,81589.73
2018-03-07,6.52,6.53,6.38,6.37,53542.34,-0.14,-2.15,6.432,6.336,6.263,72000.12,68467.75,77310.25
2018-03-08,6.34,6.43,6.4,6.33,48337.52,0.03,0.47,6.418,6.368,6.243,65693.04,68784.0,70652.47
2018-03-09,6.4,6.62,6.6,6.4,118677.82,0.2,3.12,6.472,6.416,6.239,75379.67,75824.3,71266.44
2018-03-12,6.6,6.69,6.63,6.56,106632.77,0.04,0.61,6.506,6.445,6.24,85096.86,78265.08,73661.14
2018-03-13,6.64,6.69,6.62,6.51,81082.9,-0.02,-0.3,6.526,6.477,6.272,81654.67,80098.54,70895.1
2018-03-14,6.55,6.67,6.41,6.4,81876.35,-0.2,-3.03,6.532,6.482,6.294,87321.47,79660.8,70257.65
2018-03-15,6.35,6.41,6.33,6.17,88554.2,-0.09,-1.4,6.518,6.468,6.304,95364.81,80528.93,71222.01
2018-03-16,6.3,6.39,6.32,6.3,65132.49,-0.02,-0.32,6.462,6.467,6.327,84655.74,80017.71,70104.53
2018-03-19,6.32,6.38,6.32,6.26,48207.34,0.0,0.0,6.4,6.453,6.346,72970.66,79033.76,70149.87
2018-03-20,6.22,6.35,6.34,6.2,51596.62,0.03,0.47,6.344,6.435,6.365,67073.4,74364.04,70413.42
2018-03-21,6.32,6.48,6.33,6.3,79406.71,-0.01,-0.16,6.328,6.43,6.383,66579.47,76950.47,72709.11
2018-03-22,6.35,6.43,6.37,6.25,64574.91,0.02,0.32,6.336,6.427,6.398,61783.61,78574.21,73679.11
2018-03-23,6.2,6.2,5.77,5.73,131837.66,-0.6,-9.42,6.226,6.344,6.38,75124.65,79890.2,77857.25
2018-03-26,5.62,5.94,5.93,5.61,63659.89,0.16,2.77,6.148,6.274,6.36,78215.16,75592.91,76928.99
2018-03-27,5.99,6.22,6.17,5.99,88799.48,0.24,4.05,6.114,6.229,6.353,85655.73,76364.57,78231.55
2018-03-28,6.09,6.27,6.15,6.03,77694.89,-0.01,-0.16,6.078,6.203,6.343,85313.37,75946.42,77803.61
2018-03-29,6.17,6.42,6.28,6.16,90010.05,0.13,2.11,6.06,6.198,6.333,90400.39,76092.0,78310.46
2018-03-30,6.3,6.45,6.39,6.3,82270.33,0.11,1.75,6.184,6.205,6.336,80486.93,77805.79,78911.75
2018-04-02,6.36,6.58,6.43,6.36,77569.98,0.03,0.47,6.284,6.216,6.335,83268.95,80742.05,79887.9
2018-04-03,6.35,6.68,6.55,6.31,121101.41,0.12,1.87,6.36,6.237,6.336,89729.33,87692.53,81028.28
2018-04-04,6.53,6.59,6.26,6.19,121100.31,-0.3,-4.57,6.382,6.23,6.33,98410.42,91861.89,84406.18
2018-04-09,6.17,6.49,6.47,6.13,100336.06,0.22,3.52,6.42,6.24,6.334,100475.62,95438.01,87006.11
2018-04-10,6.47,6.47,6.34,6.25,94010.53,-0.13,-2.01,6.41,6.297,6.321,102823.66,91655.29,85772.74
2018-04-11,6.36,6.44,6.35,6.31,68264.45,0.02,0.32,6.394,6.339,6.307,100962.55,92115.75,83854.33
2018-04-12,6.32,6.42,6.3,6.26,69345.39,-0.04,-0.63,6.344,6.352,6.291,90611.35,90170.34,83267.45
2018-04-13,6.3,6.39,6.3,6.27,53935.62,0.0,0.0,6.352,6.367,6.285,77178.41,87794.41,81870.42
2018-04-16,6.25,6.35,6.19,6.05,65050.42,-0.11,-1.75,6.296,6.358,6.278,70121.28,85298.45,80695.23
2018-04-17,6.24,6.29,6.11,6.1,61599.01,-0.09,-1.45,6.25,6.33,6.268,63638.98,83231.32,80518.55
2018-04-18,6.17,6.25,6.23,5.94,88907.18,0.12,1.96,6.226,6.31,6.263,67767.52,84365.04,82553.55
2018-04-19,6.17,6.41,6.39,6.15,103014.56,0.17,2.73,6.244,6.294,6.266,74501.36,82556.35,85124.44
2018-04-20,6.33,6.37,6.14,6.08,97305.28,-0.24,-3.76,6.212,6.282,6.256,83175.29,80176.85,86019.37
2018-04-23,6.19,6.68,6.5,6.08,245118.44,0.39,6.38,6.274,6.285,6.263,119188.89,94655.09,95046.55
2018-04-24,6.43,6.61,6.59,6.37,194078.95,0.08,1.23,6.37,6.31,6.304,145684.88,104661.93,98158.61
2018-04-25,6.54,6.81,6.75,6.49,239412.73,0.15,2.27,6.474,6.35,6.345,175785.99,121776.76,106946.25
2018-04-26,6.74,6.74,6.51,6.49,157488.05,-0.25,-3.7,6.498,6.371,6.362,186680.69,130591.02,110380.68
2018-04-27,6.55,6.73,6.56,6.46,125928.5,0.05,0.77,6.582,6.397,6.382,192405.33,137790.31,112792.36
2018-05-02,6.52,6.6,6.43,6.2,99516.93,-0.13,-1.98,6.568,6.421,6.39,163285.03,141236.96,113267.71
2018-05-03,6.36,6.49,6.41,6.15,91925.4,0.01,0.16,6.532,6.451,6.391,142854.32,144269.6,113750.46
2018-05-04,6.3,6.45,6.27,6.27,76044.05,-0.15,-2.34,6.436,6.455,6.383,110180.59,142983.29,113674.16
2018-05-07,6.32,6.46,6.4,6.29,74849.49,0.12,1.91,6.414,6.456,6.375,93652.87,140166.78,111361.57
2018-05-08,6.38,6.54,6.53,6.3,119482.47,0.14,2.19,6.408,6.495,6.389,92363.67,142384.5,111280.68
2018-05-09,6.49,6.52,6.43,6.37,78617.89,-0.1,-1.53,6.408,6.488,6.387,88183.86,125734.45,110194.77
2018-05-10,6.42,6.47,6.42,6.33,75557.93,0.0,0.0,6.41,6.471,6.391,84910.37,113882.34,109272.14
2018-05-11,6.43,6.43,6.25,6.24,76154.07,-0.17,-2.65,6.406,6.421,6.386,84932.37,97556.48,109666.62
2018-05-14,6.25,6.69,6.64,6.25,207816.56,0.39,6.24,6.454,6.434,6.403,111525.78,102589.33,116590.18
2018-05-15,6.59,6.62,6.58,6.41,160003.59,-0.06,-0.9,6.464,6.436,6.417,119630.01,105996.84,121893.58
2018-05-16,6.52,6.52,6.49,6.44,81401.07,-0.09,-1.37,6.476,6.442,6.432,120186.64,104185.25,122711.11
2018-05-17,6.48,6.61,6.51,6.47,82519.08,0.02,0.31,6.494,6.452,6.452,121578.87,103244.62,123757.11
2018-05-18,6.5,6.53,6.48,6.38,75973.01,-0.03,-0.46,6.54,6.473,6.464,121542.66,103237.52,123110.4
2018-05-21,6.54,6.68,6.58,6.5,123088.19,0.1,1.54,6.528,6.491,6.474,104596.99,108061.39,124114.08
2018-05-22,6.61,6.9,6.81,6.56,233175.73,0.23,3.5,6.574,6.519,6.507,119231.42,119430.71,130907.61
2018-05-23,6.73,6.81,6.7,6.66,161987.47,-0.11,-1.61,6.616,6.546,6.517,135348.7,127767.67,126751.06
2018-05-24,6.65,6.76,6.6,6.58,94323.9,-0.09,-1.34,6.634,6.564,6.518,137709.66,129644.27,121763.31
2018-05-25,6.58,6.65,6.5,6.42,87270.06,-0.1,-1.51,6.638,6.589,6.505,139969.07,130755.87,114156.17
2018-05-28,6.48,6.61,6.54,6.45,69390.96,0.06,0.93,6.63,6.579,6.507,129229.62,116913.31,109751.32
2018-05-29,6.49,6.57,6.31,6.29,85167.39,-0.22,-3.37,6.53,6.552,6.494,99627.96,109429.69,107713.26
2018-05-30,6.25,6.25,5.88,5.68,127198.29,-0.43,-6.82,6.366,6.491,6.467,92670.12,114009.41,109097.33
2018-05-31,5.89,6.0,5.93,5.83,73881.77,0.05,0.85,6.232,6.433,6.443,88581.69,113145.68,108195.15
2018-06-01,5.93,5.94,5.85,5.8,57434.92,-0.08,-1.35,6.102,6.37,6.422,82614.67,111291.87,107264.69
2018-06-04,5.88,5.92,5.82,5.8,41014.33,-0.03,-0.51,5.958,6.294,6.393,76939.34,103084.48,105572.93
2018-06-05,5.84,5.95,5.93,5.83,51287.62,0.11,1.89,5.882,6.206,6.363,70163.39,84895.67,102163.19
2018-06-06,5.93,5.97,5.94,5.88,39397.37,0.0,0.0,5.894,6.13,6.338,52603.2,72636.66,100202.17
2018-06-07,5.96,5.98,5.82,5.81,48474.85,-0.12,-2.02,5.872,6.052,6.308,47521.82,68051.76,98848.01
2018-06-08,5.82,5.9,5.73,5.68,63252.03,-0.09,-1.55,5.848,5.975,6.282,48685.24,65649.95,98202.91
2018-06-11,5.71,5.79,5.69,5.63,39723.08,-0.05,-0.87,5.822,5.89,6.235,48426.99,62683.17,89798.24
2018-06-12,5.7,5.76,5.74,5.64,41439.01,0.05,0.88,5.784,5.833,6.193,46457.27,58310.33,83870.01
2018-06-13,5.72,5.73,5.52,5.5,43768.42,-0.23,-4.0,5.7,5.797,6.144,47331.48,49967.34,81988.37
2018-06-14,5.5,5.61,5.52,5.43,37392.33,-0.01,-0.18,5.64,5.756,6.095,45114.97,46318.4,79732.04
2018-06-15,5.51,5.55,5.2,5.16,68792.68,-0.31,-5.63,5.534,5.691,6.031,46223.1,47454.17,79373.02
2018-06-19,5.18,5.18,4.7,4.7,90409.31,-0.52,-9.96,5.336,5.579,5.937,56360.35,52393.67,77739.08
2018-06-20,4.67,4.74,4.66,4.33,108815.95,-0.04,-0.85,5.12,5.452,5.829,69835.74,58146.5,71521.09
2018-06-21,4.6,4.66,4.36,4.36,95445.25,-0.29,-6.24,4.888,5.294,5.712,80171.1,63751.29,68193.98
2018-06-22,4.41,4.54,4.51,4.35,60063.53,0.14,3.2,4.686,5.163,5.608,84705.34,64910.16,66480.96
2018-06-25,4.55,4.63,4.51,4.49,48872.6,0.0,0.0,4.548,5.041,5.508,80721.33,63472.22,64561.08
2018-06-26,4.4,4.89,4.67,4.4,67974.5,0.15,3.32,4.542,4.939,5.415,76234.37,66297.36,64490.26
2018-06-27,4.65,4.74,4.67,4.61,45328.83,-0.01,-0.21,4.544,4.832,5.333,63536.94,66686.34,62498.33
2018-06-28,4.7,4.78,4.67,4.65,47645.05,0.0,0.0,4.606,4.747,5.272,53976.9,67074.0,58520.67
2018-06-29,4.7,4.87,4.84,4.65,64161.61,0.16,3.42,4.672,4.679,5.218,54796.52,69750.93,58034.66
2018-07-02,4.85,4.9,4.78,4.67,67024.96,-0.06,-1.24,4.726,4.637,5.164,58426.99,69574.16,58514.17
2018-07-03,4.74,4.92,4.91,4.66,67129.25,0.13,2.72,4.774,4.658,5.119,58257.94,67246.15,59819.91
2018-07-04,4.87,4.93,4.76,4.73,63933.98,-0.14,-2.86,4.792,4.668,5.06,61978.97,62757.96,60452.23
2018-07-05,4.7,4.79,4.58,4.56,52164.69,-0.18,-3.78,4.774,4.69,4.992,62882.9,58429.9,61090.6
2018-07-06,4.6,4.76,4.7,4.58,61480.96,0.12,2.62,4.746,4.709,4.936,62346.77,58571.64,61740.9
2018-07-09,4.75,4.84,4.78,4.68,46184.39,0.08,1.7,4.746,4.736,4.889,58178.65,58302.82,60887.52
2018-07-10,4.79,4.85,4.83,4.78,37137.44,0.05,1.05,4.73,4.752,4.846,52180.29,55219.12,60758.24
2018-07-11,4.77,4.77,4.66,4.53,41980.73,-0.17,-3.52,4.71,4.751,4.792,47789.64,54884.31,60785.32
2018-07-12,4.73,5.09,4.95,4.71,94480.97,0.29,6.22,4.784,4.779,4.763,56252.9,59567.9,63320.95
2018-07-13,4.94,4.95,4.92,4.84,56928.13,-0.02,-0.41,4.828,4.787,4.733,55342.33,58844.55,64297.74
2018-07-16,4.92,5.14,5.14,4.9,96075.46,0.22,4.47,4.9,4.823,4.73,65320.55,61749.6,65661.88
2018-07-17,5.07,5.07,5.03,4.96,74086.58,-0.04,-0.79,4.94,4.835,4.747,72710.37,62445.33,64845.74
2018-07-18,4.98,5.03,4.87,4.85,67909.2,-0.15,-2.99,4.982,4.846,4.757,77896.07,62842.86,62800.41
2018-07-19,4.84,4.96,4.85,4.82,55857.0,-0.01,-0.21,4.962,4.873,4.782,70171.27,63212.09,60820.99
2018-07-20,4.88,4.96,4.93,4.76,49897.0,0.08,1.65,4.964,4.896,4.803,68765.05,62053.69,60312.67
2018-07-23,4.92,5.0,4.98,4.86,54165.23,0.05,1.01,4.932,4.916,4.826,60383.0,62851.77,60577.3
2018-07-24,4.98,5.08,5.04,4.94,67228.97,0.06,1.21,4.934,4.937,4.845,59011.48,65860.93,60540.02
2018-07-25,5.02,5.08,5.01,4.96,59780.79,-0.03,-0.59,4.962,4.972,4.862,57385.8,67640.93,61262.62
2018-07-26,5.04,5.04,5.0,4.97,53576.1,0.0,0.0,4.992,4.977,4.878,56929.62,63550.45,61559.17
2018-07-27,4.98,5.05,5.0,4.96,53189.76,0.0,0.0,5.006,4.985,4.886,57588.17,63176.61,61010.58
2018-07-30,4.98,5.01,4.9,4.86,49195.01,-0.1,-2.0,4.99,4.961,4.892,56594.13,58488.56,60119.08
2018-07-31,4.88,4.94,4.91,4.86,31651.0,0.01,0.2,4.964,4.949,4.892,49478.53,54245.01,58345.17
2018-08-01,4.95,4.97,4.81,4.8,47024.75,-0.1,-2.04,4.924,4.943,4.895,46927.32,52156.56,57499.71
2018-08-02,4.78,4.79,4.57,4.4,68099.73,-0.24,-4.99,4.838,4.915,4.894,49832.05,53380.83,58296.46
2018-08-03,4.56,4.61,4.54,4.51,26131.66,-0.04,-0.87,4.746,4.876,4.886,44420.43,51004.3,56529.0
2018-08-06,4.55,4.57,4.45,4.41,33115.73,-0.09,-1.98,4.656,4.823,4.87,41204.57,48899.35,55875.56
2018-08-07,4.49,4.61,4.61,4.46,37799.75,0.15,3.36,4.596,4.78,4.859,42434.32,45956.43,55908.68
2018-08-08,4.61,4.65,4.54,4.52,30314.01,-0.07,-1.52,4.542,4.733,4.853,39092.18,43009.75,55325.34
2018-08-09,4.57,4.75,4.68,4.52,47372.39,0.14,3.08,4.564,4.701,4.839,34946.71,42389.38,52969.91
2018-08-10,4.69,4.74,4.74,4.66,34920.94,0.05,1.07,4.604,4.675,4.83,36704.56,40562.5,51869.55
2018-08-13,4.65,5.14,4.99,4.61,131483.17,0.26,5.5,4.712,4.684,4.823,56378.05,48791.31,53639.94
2018-08-14,4.91,5.02,4.95,4.87,81809.79,-0.05,-1.0,4.78,4.688,4.819,65180.06,53807.19,54026.1
2018-08-15,4.95,4.98,4.84,4.82,54583.84,-0.11,-2.22,4.84,4.691,4.817,70034.03,54563.1,53359.83
2018-08-16,4.72,5.06,4.9,4.7,101288.48,0.06,1.24,4.884,4.724,4.82,80817.24,57881.98,55631.41
2018-08-17,4.89,5.01,4.93,4.84,86429.34,0.04,0.82,4.922,4.763,4.82,91118.92,63911.74,57458.02
2018-08-20,4.87,5.05,5.04,4.69,113592.26,0.12,2.44,4.932,4.822,4.823,87540.74,71959.4,60429.37
2018-08-21,4.98,5.5,5.23,4.91,200850.34,0.19,3.77,4.988,4.884,4.832,111348.85,88264.46,67110.44
2018-08-22,5.13,5.19,5.12,5.08,112193.24,-0.11,-2.1,5.044,4.942,4.838,122870.73,96452.38,69731.06
2018-08-23,5.1,5.34,5.27,5.09,148903.0,0.15,2.93,5.118,5.001,4.851,132393.64,106605.44,74497.41
2018-08-24,5.22,5.25,5.15,5.11,99766.47,-0.12,-2.28,5.162,5.042,4.859,135061.06,113089.99,76826.25
2018-08-27,5.18,5.39,5.29,5.11,135733.94,0.14,2.72,5.212,5.072,4.878,139489.4,113515.07,81153.19
2018-08-28,5.27,5.43,5.22,5.2,105581.54,-0.07,-1.32,5.21,5.099,4.894,120435.64,115892.25,84849.72
2018-08-29,5.23,5.23,5.17,5.08,92902.22,-0.05,-0.96,5.22,5.132,4.912,116577.43,119724.08,87143.59
2018-08-30,5.19,5.2,5.03,4.99,75815.36,-0.14,-2.71,5.172,5.145,4.935,101959.91,117176.77,87529.37
2018-08-31,5.01,5.13,5.01,4.99,72839.86,-0.02,-0.4,5.144,5.153,4.958,96574.58,115817.82,89864.78
2018-09-03,5.02,5.02,4.94,4.73,76520.42,-0.07,-1.4,5.074,5.143,4.983,84731.88,112110.64,92035.02
2018-09-04,4.96,5.02,5.0,4.86,69954.09,0.06,1.22,5.03,5.12,5.002,77606.39,99021.01,93642.74
2018-09-05,5.0,5.06,4.85,4.84,75908.94,-0.15,-3.0,4.966,5.093,5.018,74207.73,95392.58,95922.48
2018-09-06,4.81,4.94,4.88,4.8,51429.2,0.03,0.62,4.936,5.054,5.028,69330.5,85645.2,96125.32
2018-09-07,4.89,4.95,4.77,4.7,60788.55,-0.11,-2.25,4.888,5.016,5.029,66920.24,81747.41,97418.7
2018-09-10,4.76,4.8,4.71,4.69,46620.52,-0.06,-1.26,4.842,4.958,5.015,60940.26,72836.07,93175.57
2018-09-11,4.72,4.84,4.79,4.67,48344.54,0.08,1.7,4.8,4.915,5.007,56618.35,67112.37,91502.31
2018-09-12,4.77,4.83,4.79,4.76,33632.27,0.0,0.0,4.788,4.877,5.005,48163.02,61185.38,90454.73
2018-09-13,4.82,4.99,4.98,4.82,81657.92,0.19,3.97,4.808,4.872,5.009,54208.76,61769.63,89473.2
2018-09-14,4.98,4.98,4.95,4.88,62409.99,-0.03,-0.6,4.844,4.866,5.01,54533.05,60726.64,88272.23
2018-09-17,4.93,4.95,4.9,4.86,33887.45,-0.05,-1.01,4.882,4.862,5.003,51986.43,56463.35,84286.99
2018-09-18,4.93,4.94,4.94,4.77,57118.66,0.04,0.82,4.912,4.856,4.988,53741.26,55179.8,77100.41
2018-09-19,4.9,5.03,4.97,4.87,79989.6,0.03,0.61,4.948,4.868,4.981,63012.72,55587.87,75490.23
2018-09-20,4.95,4.99,4.92,4.87,52777.84,-0.05,-1.01,4.936,4.872,4.963,57236.71,55722.73,70683.97
2018-09-21,4.93,4.97,4.95,4.84,53521.96,0.03,0.61,4.936,4.89,4.953,55459.1,54996.08,68371.74
2018-09-25,4.91,4.94,4.88,4.85,32947.88,-0.07,-1.41,4.932,4.907,4.933,55271.19,53628.81,63232.44
2018-09-26,4.88,4.94,4.88,4.87,34173.98,0.0,0.0,4.92,4.916,4.916,50682.25,52211.76,59662.06
2018-09-27,4.88,4.9,4.75,4.68,62127.8,-0.13,-2.66,4.876,4.912,4.895,47109.89,55061.31,58123.34
2018-09-28,4.75,4.77,4.76,4.72,31540.28,0.01,0.21,4.844,4.89,4.881,42862.38,50049.54,55909.59
2018-10-08,4.7,4.7,4.53,4.53,49043.39,-0.23,-4.83,4.76,4.848,4.857,41966.67,48712.88,54719.76
2018-10-09,4.53,4.59,4.54,4.51,22780.08,0.01,0.22,4.692,4.812,4.837,39933.11,47602.15,52032.75
2018-10-10,4.56,4.59,4.57,4.53,18629.88,0.03,0.66,4.63,4.775,4.816,36824.29,43753.27,49466.54
2018-10-11,4.36,4.43,4.11,4.11,68122.86,-0.46,-10.07,4.502,4.689,4.779,38023.3,42566.6,49077.23
2018-10-12,4.04,4.11,3.96,3.72,61770.97,-0.15,-3.65,4.342,4.593,4.733,44069.44,43465.91,49594.32
2018-10-15,3.97,4.08,3.91,3.86,39005.0,-0.05,-1.26,4.218,4.489,4.69,42061.76,42014.21,48505.14
2018-10-16,3.91,3.99,3.86,3.83,25837.0,-0.05,-1.28,4.082,4.387,4.647,42673.14,41303.12,47465.97
2018-10-17,3.92,3.98,3.96,3.84,34614.0,0.1,2.59,3.96,4.295,4.606,45869.97,41347.13,46779.44
2018-10-18,3.93,3.94,3.79,3.77,32191.34,-0.17,-4.29,3.896,4.199,4.556,38683.66,38353.48,46707.39
2018-10-19,3.78,3.93,3.92,3.7,45099.33,0.13,3.43,3.888,4.115,4.503,35349.33,39709.39,44879.46
2018-10-22,3.96,4.19,4.13,3.91,69266.64,0.21,5.36,3.932,4.075,4.462,41401.66,41731.71,45222.3
2018-10-23,4.11,4.18,4.06,4.02,39702.58,-0.07,-1.7,3.972,4.027,4.42,44174.78,43423.96,45513.05
2018-10-24,4.06,4.13,4.07,4.05,30794.41,0.01,0.25,3.994,3.977,4.376,43410.86,44640.41,44196.84
2018-10-25,4.0,4.05,4.04,3.92,39030.39,-0.03,-0.74,4.044,3.97,4.33,44778.67,41731.17,42148.88
2018-10-26,4.09,4.12,4.1,4.04,36914.01,0.06,1.49,4.08,3.984,4.289,43141.61,39245.47,41355.69
2018-10-29,4.08,4.16,4.07,4.02,39473.41,-0.03,-0.73,4.068,4.0,4.245,37182.96,39292.31,40653.26
2018-10-30,4.04,4.16,4.14,3.98,47445.4,0.07,1.72,4.084,4.028,4.208,38731.52,41453.15,41378.14
2018-10-31,4.14,4.28,4.2,4.12,67557.74,0.06,1.45,4.11,4.052,4.174,46084.19,44747.53,43047.33
2018-11-01,4.25,4.33,4.18,4.18,62975.01,-0.02,-0.48,4.138,4.091,4.145,50873.11,47825.89,43089.69
2018-11-02,4.28,4.38,4.32,4.22,82864.02,0.14,3.35,4.182,4.131,4.123,60063.12,51602.36,45655.87
2018-11-05,4.28,4.34,4.3,4.25,51846.94,-0.02,-0.46,4.228,4.148,4.112,62537.82,49860.39,45796.05
2018-11-06,4.28,4.41,4.4,4.27,80579.7,0.1,2.33,4.28,4.182,4.105,69164.68,53948.1,48686.03
2018-11-07,4.41,4.59,4.43,4.33,99689.89,0.03,0.68,4.326,4.218,4.098,75591.11,60837.65,52739.03
2018-11-08,4.48,4.5,4.38,4.36,57952.73,-0.05,-1.13,4.366,4.252,4.111,74586.66,62729.89,52230.53
2018-11-09,4.38,4.59,4.44,4.32,80560.16,0.06,1.37,4.39,4.286,4.135,74125.88,67094.5,53169.99
2018-11-12,4.41,4.59,4.57,4.38,72922.8,0.13,2.93,4.444,4.336,4.168,78341.06,70439.44,54865.88
2018-11-13,4.48,4.68,4.67,4.46,115897.95,0.1,2.19,4.498,4.389,4.209,85404.71,77284.69,59368.92
2018-11-14,4.64,4.73,4.7,4.58,113239.1,0.03,0.64,4.552,4.439,4.246,88114.55,81852.83,63300.18
2018-11-15,4.73,4.75,4.75,4.65,105370.39,0.05,1.06,4.626,4.496,4.294,97598.08,86092.37,66959.13
2018-11-16,4.74,4.83,4.8,4.71,89807.21,0.05,1.05,4.698,4.544,4.338,99447.49,86786.69,69194.52
2018-11-19,4.76,5.03,4.92,4.72,114983.15,0.12,2.5,4.768,4.606,4.377,107859.56,93100.31,71480.35
2018-11-20,4.83,4.88,4.7,4.64,95853.45,-0.22,-4.47,4.774,4.636,4.409,103850.66,94627.68,74287.89
2018-11-21,4.63,4.76,4.75,4.5,70111.85,0.05,1.06,4.784,4.668,4.443,95225.21,91669.88,76253.77
2018-11-22,4.74,4.79,4.7,4.68,42081.29,-0.05,-1.05,4.774,4.7,4.476,82567.39,90082.74,76406.31
2018-11-23,4.7,4.73,4.46,4.42,63166.07,-0.24,-5.11,4.706,4.702,4.494,77239.16,88343.33,77718.91
2018-11-26,4.45,4.91,4.91,4.43,183657.33,0.45,10.09,4.704,4.736,4.536,90974.0,99416.78,84928.11
2018-11-27,5.01,5.4,5.4,4.85,296972.03,0.49,9.98,4.844,4.809,4.599,131197.71,117524.19,97404.44
